source,table,label,priority_channel,duration,snd_nbr,comment
SPEECH.axx,full_name_speech,,0,0,0,
SPEECH.axx,full_name_speech,,0100DH,82,1744,"RICHMOND,    mitch			( SACRAMENTO )"
SPEECH.axx,full_name_speech,,0100DH,74,1564,"OWENS,       billy"
SPEECH.axx,full_name_speech,,0100DH,89,1420,"ABDUL-RAUF,  mahmoud"
SPEECH.axx,full_name_speech,,0100DH,50,1756,"EDNEY,       tyus"
SPEECH.axx,full_name_speech,,0,0,0,
SPEECH.axx,full_name_speech,,0100DH,92,1764,"ROBINSON,    david			( SAN ANTONIO )"
SPEECH.axx,full_name_speech,,0100DH,69,1760,"ELLIOTT,     sean"
SPEECH.axx,full_name_speech,,0100DH,74,1768,"JOHNSON,     avery"
SPEECH.axx,full_name_speech,,0100DH,82,1776,"DEL NEGRO,   vinny"
SPEECH.axx,full_name_speech,,0,0,0,
SPEECH.axx,full_name_speech,,0100DH,74,1784,"PAYTON,      gary			( SEATTLE )"
SPEECH.axx,full_name_speech,,0100DH,64,1780,"KEMP,        shawn"
SPEECH.axx,full_name_speech,,0100DH,59,1792,"HAWKINS,     hersey"
SPEECH.axx,full_name_speech,,0100DH,57,1788,"SCHREMPF,    detlef"
SPEECH.axx,full_name_speech,,0,0,0,
SPEECH.axx,full_name_speech,,0100DH,92,1804,"STOUDAMIRE,  damon			( TORONTO )"
SPEECH.axx,full_name_speech,,0100DH,78,1740,"WILLIAMS,    walt"
SPEECH.axx,full_name_speech,,0100DH,72,2927,"CAMBY,       marcus"
SPEECH.axx,full_name_speech,,0100DH,74,1412,"JONES,       popeye"
SPEECH.axx,full_name_speech,,0,0,0,
SPEECH.axx,full_name_speech,,0100DH,68,1824,"MALONE,      karl			( UTAH )"
SPEECH.axx,full_name_speech,,0100DH,79,1820,"STOCKTON,    john"
SPEECH.axx,full_name_speech,,0100DH,70,1828,"HORNACEK,    jeff"
SPEECH.axx,full_name_speech,,0100DH,64,1836,"MORRIS,      chris"
SPEECH.axx,full_name_speech,,0,0,0,
SPEECH.axx,full_name_speech,,0100DH,74,1852,"REEVES,      bryant		( VANCOUVER )"
SPEECH.axx,full_name_speech,,0100DH,78,1840,"ANTHONY,     greg"
SPEECH.axx,full_name_speech,,0100DH,66,1844,"EDWARDS,     blue"
SPEECH.axx,full_name_speech,,0,0,0,
SPEECH.axx,full_name_speech,,0,0,0,
SPEECH.axx,full_name_speech,,0100DH,53,1864,"WEBBER,      chris			( WASHINGTON )"
SPEECH.axx,full_name_speech,,0100DH,77,1720,"STRICKLAND,  rod"
SPEECH.axx,full_name_speech,,0100DH,74,1860,"HOWARD,      juwan"
SPEECH.axx,full_name_speech,,0100DH,92,1876,"MURESAN,     gheorge"
SPEECH.axx,full_name_speech,,0100DH,53,1816,"MURRAY,      tracy"
SPEECH.axx,pass_speech,,0100DH,54,1307,"to BLAYLOCK,    mookie		( ALTANTA HAWKS )"
SPEECH.axx,pass_speech,,0100DH,67,1427,"to MUTUMBO,     dekembe"
SPEECH.axx,pass_speech,,0100DH,43,1607,"to LAETNER,     christian"
SPEECH.axx,pass_speech,,0100DH,43,1311,"to SMITH,       steve"
SPEECH.axx,pass_speech,,0,0,0,
SPEECH.axx,pass_speech,,0100DH,43,1339,"to FOX,         rick		( BOSTON )"
SPEECH.axx,pass_speech,,0100DH,35,07C2h,"to WALKER,      antoine"
SPEECH.axx,pass_speech,,0100DH,44,1335,"to RADJA,       dino"
SPEECH.axx,pass_speech,,0100DH,40,1327,"to BARROS,      dana"
SPEECH.axx,pass_speech,,0100DH,42,1323,"to BROWN,       dee"
SPEECH.axx,pass_speech,,0100DH,42,1351,"to RICE,        glen		( CHARLOTTE )"
SPEECH.axx,pass_speech,,0100DH,60,1647,"to MASON,       anthony"
SPEECH.axx,pass_speech,,0100DH,49,1547,"to DIVAC,       vlade"
SPEECH.axx,pass_speech,,0100DH,36,1359,"to CURRY,       del"
SPEECH.axx,pass_speech,,0,0,0,
SPEECH.axx,pass_speech,,0100DH,44,07bfh,"to JORDAN,      michael	( CHICAGO )"
SPEECH.axx,pass_speech,,0100DH,41,1363,"to PIPPEN,      scottie"
SPEECH.axx,pass_speech,,0100DH,38,1367,"to RODMAN,      dennis"
SPEECH.axx,pass_speech,,0100DH,47,1371,"to KUKOC,       toni"
SPEECH.axx,pass_speech,,0100DH,56,1375,"to LONGLEY,     luke"
SPEECH.axx,pass_speech,,0100DH,39,1395,"to BRANDON,     terrell	( CLEVELAND )"
SPEECH.axx,pass_speech,,0100DH,51,1387,"to MILLS,       chris"
SPEECH.axx,pass_speech,,0100DH,44,1391,"to PHILLS,      bobby"
SPEECH.axx,pass_speech,,0100DH,42,1383,"to HILL,        tyrone"
SPEECH.axx,pass_speech,,0100DH,38,1399,"to FERRY,       danny"
SPEECH.axx,pass_speech,,0100DH,40,1719,"to FINLEY,      michael	( DALLAS )"
SPEECH.axx,pass_speech,,0100DH,53,1627,"to BRADLEY,     shawn"
SPEECH.axx,pass_speech,,0100DH,58,1575,"to DANILOVIC,   sasha"
SPEECH.axx,pass_speech,,0100DH,41,1875,"to PACK,        robert"
SPEECH.axx,pass_speech,,0100DH,46,1651,"to HARPER,      derek"
SPEECH.axx,pass_speech,,0100DH,57,1439,"to ELLIS,     	 alphonso	( DENVER )"
SPEECH.axx,pass_speech,,0100DH,38,1439,"to ELLIS,       dale"
SPEECH.axx,pass_speech,,0100DH,58,1431,"to McDYESS,     antonio"
SPEECH.axx,pass_speech,,0100DH,58,1755,"to MARCIULIONIS,sarunas"
SPEECH.axx,pass_speech,,0,0,0,
SPEECH.axx,pass_speech,,0100DH,42,1447,"to HILL,        grant		( DETROIT )"
SPEECH.axx,pass_speech,,0100DH,61,1443,"to DUMARS,      joe"
SPEECH.axx,pass_speech,,0100DH,34,1455,"to THORPE,      otis"
SPEECH.axx,pass_speech,,0100DH,40,1451,"to MILLS,       terry"
SPEECH.axx,pass_speech,,0,0,0,
SPEECH.axx,pass_speech,,0100DH,52,1467,"to SPREWELL,    latrell	( GOLDEN STATE )"
SPEECH.axx,pass_speech,,0100DH,52,1479,"to MULLIN,      chris"
SPEECH.axx,pass_speech,,0100DH,43,1475,"to SMITH,       joe"
SPEECH.axx,pass_speech,,0,0,0,
SPEECH.axx,pass_speech,,0,0,0,
SPEECH.axx,pass_speech,,0100DH,64,1483,"to OLAJUWAN,    hakeem 	( HOUSTON )"
SPEECH.axx,pass_speech,,0100DH,45,07C3h,"to BARKLEY,  	 charles"
SPEECH.axx,pass_speech,,0100DH,51,1487,"to DREXLER,     clyde"
SPEECH.axx,pass_speech,,0100DH,40,1571,"to WILLIS,      kevin"
SPEECH.axx,pass_speech,,0,0,0,
SPEECH.axx,pass_speech,,0100DH,48,1503,"to MILLER,      reggie		( INDIANA )"
SPEECH.axx,pass_speech,,0100DH,57,1519,"to JACKSON,     mark"
SPEECH.axx,pass_speech,,0100DH,55,1511,"to SMITS,       rik"
SPEECH.axx,pass_speech,,0100DH,43,1507,"to DAVIS,       dale"
SPEECH.axx,pass_speech,,0100DH,38,1435,"to ROSE,        jalen"
SPEECH.axx,pass_speech,,0100DH,36,1523,"to VAUGHT,      loy		( CLIPPERS )"
SPEECH.axx,pass_speech,,0100DH,43,1527,"to ROGERS,      rodney"
SPEECH.axx,pass_speech,,0100DH,43,1539,"to BARRY,       brent"
SPEECH.axx,pass_speech,,0100DH,54,1535,"to RICHARDSON,  pooh"
SPEECH.axx,pass_speech,,0,0,0,
SPEECH.axx,pass_speech,,0100DH,49,07C1h,"to ONEAL,       shaquille	( LAKERS )"
SPEECH.axx,pass_speech,,0100DH,49,1559,"to JONES,       eddie"
SPEECH.axx,pass_speech,,0100DH,54,1543,"to VAN EXEL,    nick"
SPEECH.axx,pass_speech,,0100DH,40,07C0h,"to BRYANT,      kobe"
SPEECH.axx,pass_speech,,0100DH,51,1491,"to HORRY,       robert"
SPEECH.axx,pass_speech,,0100DH,56,1463,"to HARDAWAY,    tim		( MIAMI )"
SPEECH.axx,pass_speech,,0100DH,44,1563,"to MOURNING,    alonzo"
SPEECH.axx,pass_speech,,0100DH,59,1411,"to MASHBURN,    jamal"
SPEECH.axx,pass_speech,,0,0,0,
SPEECH.axx,pass_speech,,0,0,0,
SPEECH.axx,pass_speech,,0100DH,49,1583,"to BAKER,       vin		( MILWAUKEE )"
SPEECH.axx,pass_speech,,0100DH,70,1587,"to ROBINSON,    glen"
SPEECH.axx,pass_speech,,0100DH,44,2932,"to ALLEN,       ray"
SPEECH.axx,pass_speech,,0100DH,40,1599,"to DOUGLAS,     sherman"
SPEECH.axx,pass_speech,,0100DH,40,1631,"to GILLIAM,     armen"
SPEECH.axx,pass_speech,,0100DH,50,1619,"to GARNETT,     kevin		( MINNESOTTA )"
SPEECH.axx,pass_speech,,0100DH,52,1615,"to GUGLIOTTA,   tom"
SPEECH.axx,pass_speech,,0100DH,40,2953,"to MARBURY,     stephon"
SPEECH.axx,pass_speech,,0,0,0,
SPEECH.axx,pass_speech,,0,0,0,
SPEECH.axx,pass_speech,,0100DH,40,1343,"to GILL,        kendall	( NEW JERSEY )"
SPEECH.axx,pass_speech,,0100DH,41,2905,"to KITTLES,     kerry"
SPEECH.axx,pass_speech,,0100DH,48,1495,"to CASSELL,     sam"
SPEECH.axx,pass_speech,,0100DH,57,1403,"to JACKSON,     jim"
SPEECH.axx,pass_speech,,0100DH,62,1331,"to MONTROSS,    eric"
SPEECH.axx,pass_speech,,0100DH,43,1643,"to EWING,       patrick	( NEW YORK )"
SPEECH.axx,pass_speech,,0100DH,48,1347,"to JOHNSON,     larry"
SPEECH.axx,pass_speech,,0100DH,54,1459,"to HOUSTON,     allan"
SPEECH.axx,pass_speech,,0100DH,45,1659,"to STARKS,      john"
SPEECH.axx,pass_speech,,0100DH,40,1655,"to OAKLEY,      charles"
SPEECH.axx,pass_speech,,0100DH,56,1663,"to HARDAWAY,    anfernee	( ORLANDO )"
SPEECH.axx,pass_speech,,0100DH,43,1667,"to GRANT,       horace"
SPEECH.axx,pass_speech,,0100DH,43,1671,"to ANDERSON,    nick"
SPEECH.axx,pass_speech,,0100DH,55,1471,"to SEIKALY,     rony"
SPEECH.axx,pass_speech,,0100DH,45,1675,"to SCOTT,       dennis"
SPEECH.axx,pass_speech,,0100DH,53,2944,"to IVERSON,     allen		( PHILADELPHIA )"
SPEECH.axx,pass_speech,,0100DH,46,1687,"to COLEMAN,     derrick"
SPEECH.axx,pass_speech,,0100DH,69,1683,"to STACKHOUSE,  jerry"
SPEECH.axx,pass_speech,,0100DH,75,1691,"to WEATHERSPOON,clarence"
SPEECH.axx,pass_speech,,0,0,0,
SPEECH.axx,pass_speech,,0100DH,48,1703,"to JOHNSON,     kevin		( PHOENIX )"
SPEECH.axx,pass_speech,,0100DH,41,1407,"to KIDD,        jason"
SPEECH.axx,pass_speech,,0100DH,40,1715,"to PERSON,      wesley"
SPEECH.axx,pass_speech,,0100DH,38,1711,"to MANNING,     danny"
SPEECH.axx,pass_speech,,0100DH,54,1551,"to CEBALLOS,    cedric"
SPEECH.axx,pass_speech,,0100DH,49,1731,"to SABONIS,     arvydas	( PORTLAND )"
SPEECH.axx,pass_speech,,0100DH,43,1623,"to ANDERSON,    kenny"
SPEECH.axx,pass_speech,,0100DH,70,1727,"to ROBINSON,    cliff"
SPEECH.axx,pass_speech,,0100DH,53,1603,"to RIDER,       isaiah"
SPEECH.axx,pass_speech,,0,0,0,
SPEECH.axx,pass_speech,,0100DH,51,1747,"to RICHMOND,    mitch		( SACRAMENTO )"
SPEECH.axx,pass_speech,,0100DH,51,1567,"to OWENS,       billy"
SPEECH.axx,pass_speech,,0100DH,61,1423,"to ABDUL-RAUF,  mahmoud"
SPEECH.axx,pass_speech,,0100DH,36,1759,"to EDNEY,       tyus"
SPEECH.axx,pass_speech,,0,0,0,
SPEECH.axx,pass_speech,,0100DH,70,1767,"to ROBINSON,    david		( SAN ANTONIO )"
SPEECH.axx,pass_speech,,0100DH,41,1763,"to ELLIOTT,     sean"
SPEECH.axx,pass_speech,,0100DH,48,1771,"to JOHNSON,     avery"
SPEECH.axx,pass_speech,,0100DH,54,1779,"to DEL NEGRO,   vinny"
SPEECH.axx,pass_speech,,0,0,0,
SPEECH.axx,pass_speech,,0100DH,43,1787,"to PAYTON,      gary		( SEATTLE )"
SPEECH.axx,pass_speech,,0100DH,37,1783,"to KEMP,        shawn"
SPEECH.axx,pass_speech,,0100DH,44,1795,"to HAWKINS,     hersey"
SPEECH.axx,pass_speech,,0100DH,41,1791,"to SCHREMPF,    detlef"
SPEECH.axx,pass_speech,,0,0,0,
SPEECH.axx,pass_speech,,0100DH,63,1807,"to STOUDAMIRE,  damon		( TORONTO )"
SPEECH.axx,pass_speech,,0100DH,45,1743,"to WILLIAMS,    walt"
SPEECH.axx,pass_speech,,0100DH,45,2929,"to CAMBY,       marcus"
SPEECH.axx,pass_speech,,0100DH,49,1415,"to JONES,       popeye"
SPEECH.axx,pass_speech,,0,0,0,
SPEECH.axx,pass_speech,,0100DH,51,1827,"to MALONE,      karl		( UTAH )"
SPEECH.axx,pass_speech,,0100DH,53,1823,"to STOCKTON,    john"
SPEECH.axx,pass_speech,,0100DH,49,1831,"to HORNACEK,    jeff"
SPEECH.axx,pass_speech,,0100DH,39,1839,"to MORRIS,      chris"
SPEECH.axx,pass_speech,,0,0,0,
SPEECH.axx,pass_speech,,0100DH,48,1855,"to REEVES,      bryant		( VANCOUVER )"
SPEECH.axx,pass_speech,,0100DH,40,1843,"to ANTHONY,     greg"
SPEECH.axx,pass_speech,,0100DH,38,1847,"to EDWARDS,     blue"
SPEECH.axx,pass_speech,,0,0,0,
SPEECH.axx,pass_speech,,0,0,0,
SPEECH.axx,pass_speech,,0100DH,28,1867,"to WEBBER,      chris		( WASHINGTON )"
SPEECH.axx,pass_speech,,0100DH,51,1723,"to STRICKLAND,  rod"
SPEECH.axx,pass_speech,,0100DH,43,1863,"to HOWARD,      juwan"
SPEECH.axx,pass_speech,,0100DH,63,1879,"to MURESAN,     gheorge"
SPEECH.axx,pass_speech,,0100DH,40,1819,"to MURRAY,      tracy"
SPEECH.axx,name_speech,,0100DH,44,1305,"BLAYLOCK,    mookie		( ALTANTA HAWKS )"
SPEECH.axx,name_speech,,0100DH,58,1425,"MUTUMBO,     dekembe"
SPEECH.axx,name_speech,,0100DH,33,1605,"LAETNER,     christian"
SPEECH.axx,name_speech,,0100DH,33,1309,"SMITH,       steve"
SPEECH.axx,name_speech,,0,0,0,
SPEECH.axx,name_speech,,0100DH,33,1337,"FOX,         rick			( BOSTON )"
SPEECH.axx,name_speech,,0100DH,26,0bbdh,"WALKER,      antoine"
SPEECH.axx,name_speech,,0100DH,35,1333,"RADJA,       dino"
SPEECH.axx,name_speech,,0100DH,31,1325,"BARROS,      dana"
SPEECH.axx,name_speech,,0100DH,36,1321,"BROWN,       dee"
SPEECH.axx,name_speech,,0100DH,33,1349,"RICE,        glen			( CHARLOTTE )"
SPEECH.axx,name_speech,,0100DH,51,1645,"MASON,       anthony"
SPEECH.axx,name_speech,,0100DH,39,1545,"DIVAC,       vlade"
SPEECH.axx,name_speech,,0100DH,27,1357,"CURRY,       del"
SPEECH.axx,name_speech,,0,0,0,
SPEECH.axx,name_speech,,0100DH,35,0B56h,"JORDAN,      michael		( CHICAGO )"
SPEECH.axx,name_speech,,0100DH,31,1361,"PIPPEN,      scottie"
SPEECH.axx,name_speech,,0100DH,28,1365,"RODMAN,      dennis"
SPEECH.axx,name_speech,,0100DH,38,1369,"KUKOC,       toni"
SPEECH.axx,name_speech,,0100DH,47,1373,"LONGLEY,     luke"
SPEECH.axx,name_speech,,0100DH,30,1393,"BRANDON,     terrell		( CLEVELAND )"
SPEECH.axx,name_speech,,0100DH,42,1385,"MILLS,       chris"
SPEECH.axx,name_speech,,0100DH,35,1389,"PHILLS,      bobby"
SPEECH.axx,name_speech,,0100DH,33,1381,"HILL,        tyrone"
SPEECH.axx,name_speech,,0100DH,28,1397,"FERRY,       danny"
SPEECH.axx,name_speech,,0100DH,40,1717,"FINLEY,      michael		( DALLAS )"
SPEECH.axx,name_speech,,0100DH,43,1625,"BRADLEY,     shawn"
SPEECH.axx,name_speech,,0100DH,49,1573,"DANILOVIC,   sasha"
SPEECH.axx,name_speech,,0100DH,32,1873,"PACK,        robert"
SPEECH.axx,name_speech,,0100DH,37,1649,"HARPER,      derek"
SPEECH.axx,name_speech,,0100DH,48,1437,"ELLIS,       alphonso		( DENVER )"
SPEECH.axx,name_speech,,0100DH,28,1437,"ELLIS,       dale"
SPEECH.axx,name_speech,,0100DH,49,1429,"McDYESS,     antonio"
SPEECH.axx,name_speech,,0100DH,49,1753,"MARCIULIONIS,sarunas"
SPEECH.axx,name_speech,,0,0,0,
SPEECH.axx,name_speech,,0100DH,33,1445,"HILL,        grant			( DETROIT )"
SPEECH.axx,name_speech,,0100DH,46,1441,"DUMARS,      joe"
SPEECH.axx,name_speech,,0100DH,25,1453,"THORPE,      otis"
SPEECH.axx,name_speech,,0100DH,40,1449,"MILLS,       terry"
SPEECH.axx,name_speech,,0,0,0,
SPEECH.axx,name_speech,,0100DH,43,1465,"SPREWELL,    latrell		( GOLDEN STATE )"
SPEECH.axx,name_speech,,0100DH,43,1477,"MULLIN,      chris"
SPEECH.axx,name_speech,,0100DH,33,1473,"SMITH,       joe"
SPEECH.axx,name_speech,,0,0,0,
SPEECH.axx,name_speech,,0,0,0,
SPEECH.axx,name_speech,,0100DH,55,1482,"OLAJUWAN,    hakeem		( HOUSTON )"
SPEECH.axx,name_speech,,0100DH,36,0bbfh,"BARKLEY,     charles"
SPEECH.axx,name_speech,,0100DH,41,1485,"DREXLER,     clyde"
SPEECH.axx,name_speech,,0100DH,31,1569,"WILLIS,      kevin"
SPEECH.axx,name_speech,,0,0,0,
SPEECH.axx,name_speech,,0100DH,39,1501,"MILLER,      reggie		( INDIANA )"
SPEECH.axx,name_speech,,0100DH,48,1517,"JACKSON,     mark"
SPEECH.axx,name_speech,,0100DH,46,1509,"SMITS,       rik"
SPEECH.axx,name_speech,,0100DH,34,1505,"DAVIS,       dale"
SPEECH.axx,name_speech,,0100DH,29,1433,"ROSE,        jalen"
SPEECH.axx,name_speech,,0100DH,27,1521,"VAUGHT,      loy			( CLIPPERS )"
SPEECH.axx,name_speech,,0100DH,34,1525,"ROGERS,      rodney"
SPEECH.axx,name_speech,,0100DH,33,1537,"BARRY,       brent"
SPEECH.axx,name_speech,,0100DH,44,1533,"RICHARDSON,  pooh"
SPEECH.axx,name_speech,,0,0,0,
SPEECH.axx,name_speech,,0100DH,40,0bbbh,"ONEAL,       shaquille		( LAKERS )"
SPEECH.axx,name_speech,,0100DH,40,1557,"JONES,       eddie"
SPEECH.axx,name_speech,,0100DH,44,1541,"VAN EXEL,    nick"
SPEECH.axx,name_speech,,0100DH,32,0bb9h,"BRYANT,      kobe"
SPEECH.axx,name_speech,,0100DH,42,1489,"HORRY,       robert"
SPEECH.axx,name_speech,,0100DH,47,1461,"HARDAWAY,    tim			( MIAMI )"
SPEECH.axx,name_speech,,0100DH,35,1561,"MOURNING,    alonzo"
SPEECH.axx,name_speech,,0100DH,50,1409,"MASHBURN,    jamal"
SPEECH.axx,name_speech,,0,0,0,
SPEECH.axx,name_speech,,0,0,0,
SPEECH.axx,name_speech,,0100DH,39,1581,"BAKER,       vin			( MILWAUKEE )"
SPEECH.axx,name_speech,,0100DH,61,1585,"ROBINSON,    glen"
SPEECH.axx,name_speech,,0100DH,35,2931,"ALLEN,       ray"
SPEECH.axx,name_speech,,0100DH,29,1597,"DOUGLAS,     sherman"
SPEECH.axx,name_speech,,0100DH,29,1629,"GILLIAM,     armen"
SPEECH.axx,name_speech,,0100DH,41,1617,"GARNETT,     kevin			( MINNESOTTA )"
SPEECH.axx,name_speech,,0100DH,43,1613,"GUGLIOTTA,   tom"
SPEECH.axx,name_speech,,0100DH,31,2952,"MARBURY,     stephon"
SPEECH.axx,name_speech,,0,0,0,
SPEECH.axx,name_speech,,0,0,0,
SPEECH.axx,name_speech,,0100DH,31,1341,"GILL,        kendall		( NEW JERSEY )"
SPEECH.axx,name_speech,,0100DH,32,2904,"KITTLES,     kerry"
SPEECH.axx,name_speech,,0100DH,38,1493,"CASSELL,     sam"
SPEECH.axx,name_speech,,0100DH,48,1401,"JACKSON,     jim"
SPEECH.axx,name_speech,,0100DH,53,1329,"MONTROSS,    eric"
SPEECH.axx,name_speech,,0100DH,42,1641,"EWING,       patrick		( NEW YORK )"
SPEECH.axx,name_speech,,0100DH,38,1345,"JOHNSON,     larry"
SPEECH.axx,name_speech,,0100DH,44,1457,"HOUSTON,     allan"
SPEECH.axx,name_speech,,0100DH,36,1657,"STARKS,      john"
SPEECH.axx,name_speech,,0100DH,34,1653,"OAKLEY,      charles"
SPEECH.axx,name_speech,,0100DH,47,1661,"HARDAWAY,    anfernee		( ORLANDO )"
SPEECH.axx,name_speech,,0100DH,34,1665,"GRANT,       horace"
SPEECH.axx,name_speech,,0100DH,33,1669,"ANDERSON,    nick"
SPEECH.axx,name_speech,,0100DH,46,1469,"SEIKALY,     rony"
SPEECH.axx,name_speech,,0100DH,36,1673,"SCOTT,       dennis"
SPEECH.axx,name_speech,,0100DH,44,2943,"IVERSON,     allen			( PHILADELPHIA )"
SPEECH.axx,name_speech,,0100DH,37,1685,"COLEMAN,     derrick"
SPEECH.axx,name_speech,,0100DH,59,1681,"STACKHOUSE,  jerry"
SPEECH.axx,name_speech,,0100DH,66,1689,"WEATHERSPOON,clarence"
SPEECH.axx,name_speech,,0,0,0,
SPEECH.axx,name_speech,,0100DH,38,1701,"JOHNSON,     kevin			( PHOENIX )"
SPEECH.axx,name_speech,,0100DH,32,1405,"KIDD,        jason"
SPEECH.axx,name_speech,,0100DH,34,1713,"PERSON,      wesley"
SPEECH.axx,name_speech,,0100DH,28,1709,"MANNING,     danny"
SPEECH.axx,name_speech,,0100DH,44,1549,"CEBALLOS,    cedric"
SPEECH.axx,name_speech,,0100DH,40,1729,"SABONIS,     arvydas		( PORTLAND )"
SPEECH.axx,name_speech,,0100DH,33,1621,"ANDERSON,    kenny"
SPEECH.axx,name_speech,,0100DH,61,1725,"ROBINSON,    cliff"
SPEECH.axx,name_speech,,0100DH,43,1601,"RIDER,       isaiah"
SPEECH.axx,name_speech,,0,0,0,
SPEECH.axx,name_speech,,0100DH,41,1745,"RICHMOND,    mitch			( SACRAMENTO )"
SPEECH.axx,name_speech,,0100DH,41,1565,"OWENS,       billy"
SPEECH.axx,name_speech,,0100DH,51,1421,"ABDUL-RAUF,  mahmoud"
SPEECH.axx,name_speech,,0100DH,27,1757,"EDNEY,       tyus"
SPEECH.axx,name_speech,,0,0,0,
SPEECH.axx,name_speech,,0100DH,61,1765,"ROBINSON,    david			( SAN ANTONIO )"
SPEECH.axx,name_speech,,0100DH,32,1761,"ELLIOTT,     sean"
SPEECH.axx,name_speech,,0100DH,38,1769,"JOHNSON,     avery"
SPEECH.axx,name_speech,,0100DH,45,1777,"DEL NEGRO,   vinny"
SPEECH.axx,name_speech,,0,0,0,
SPEECH.axx,name_speech,,0100DH,33,1785,"PAYTON,      gary			( SEATTLE )"
SPEECH.axx,name_speech,,0100DH,28,1781,"KEMP,        shawn"
SPEECH.axx,name_speech,,0100DH,35,1793,"HAWKINS,     hersey"
SPEECH.axx,name_speech,,0100DH,32,1789,"SCHREMPF,    detlef"
SPEECH.axx,name_speech,,0,0,0,
SPEECH.axx,name_speech,,0100DH,54,1805,"STOUDAMIRE,  damon			( TORONTO )"
SPEECH.axx,name_speech,,0100DH,36,1741,"WILLIAMS,    walt"
SPEECH.axx,name_speech,,0100DH,36,2928,"CAMBY,       marcus"
SPEECH.axx,name_speech,,0100DH,40,1413,"JONES,       popeye"
SPEECH.axx,name_speech,,0,0,0,
SPEECH.axx,name_speech,,0100DH,42,1825,"MALONE,      karl			( UTAH )"
SPEECH.axx,name_speech,,0100DH,44,1821,"STOCKTON,    john"
SPEECH.axx,name_speech,,0100DH,40,1829,"HORNACEK,    jeff"
SPEECH.axx,name_speech,,0100DH,30,1837,"MORRIS,      chris"
SPEECH.axx,name_speech,,0,0,0,
SPEECH.axx,name_speech,,0100DH,39,1853,"REEVES,      bryant		( VANCOUVER )"
SPEECH.axx,name_speech,,0100DH,31,1841,"ANTHONY,     greg"
SPEECH.axx,name_speech,,0100DH,29,1845,"EDWARDS,     blue"
SPEECH.axx,name_speech,,0,0,0,
SPEECH.axx,name_speech,,0,0,0,
SPEECH.axx,name_speech,,0100DH,18,1865,"WEBBER,      chris			( WASHINGTON )"
SPEECH.axx,name_speech,,0100DH,42,1721,"STRICKLAND,  rod"
SPEECH.axx,name_speech,,0100DH,34,1861,"HOWARD,      juwan"
SPEECH.axx,name_speech,,0100DH,54,1877,"MURESAN,     gheorge"
SPEECH.axx,name_speech,,0100DH,29,1817,"MURRAY,      tracy"
SPEECH.axx,tm_name_spch_tbl,,0100DH,25,04b2H,"00 ATLANTA		""Hawks"""
SPEECH.axx,tm_name_spch_tbl,,0100DH,33,04b5H,"01 BOSTON		""Celtics"""
SPEECH.axx,tm_name_spch_tbl,,0100DH,22,04b8H,"02 CHARLOTTE		""Hornets"""
SPEECH.axx,tm_name_spch_tbl,,0100DH,25,04bbH,"03 CHICAGO		""Bulls"""
SPEECH.axx,tm_name_spch_tbl,,0100DH,41,04beH,"04 CLEVELAND		""Cavaliers"""
SPEECH.axx,tm_name_spch_tbl,,0100DH,29,04c1H,"05 DALLAS		""Maverick"""
SPEECH.axx,tm_name_spch_tbl,,0100DH,24,04c4H,"06 DENVER		""Nuggets"""
SPEECH.axx,tm_name_spch_tbl,,0100DH,37,04c7H,"07 DETROIT		""Pistons"""
SPEECH.axx,tm_name_spch_tbl,,0100DH,39,04caH,"08 GOLDEN STATE	""Warriors"""
SPEECH.axx,tm_name_spch_tbl,,0100DH,28,04cdH,"09 HOUSTON		""Rockets"""
SPEECH.axx,tm_name_spch_tbl,,0100DH,37,04d0H,"10 INDIANA		""Pacers"""
SPEECH.axx,tm_name_spch_tbl,,0100DH,28,04d3H,"11 L.A. CLIPPERS	""Clippers"""
SPEECH.axx,tm_name_spch_tbl,,0100DH,36,04d6H,"12 L.A. LAKERS		""Lakers"""
SPEECH.axx,tm_name_spch_tbl,,0100DH,20,04d9H,"13 MIAMI		""Heat"""
SPEECH.axx,tm_name_spch_tbl,,0100DH,24,04dcH,"14 MILWAUKEE		""Bucks"""
SPEECH.axx,tm_name_spch_tbl,,0100DH,45,04dfH,"15 MINNESOTTA		""Timberwolves"""
SPEECH.axx,tm_name_spch_tbl,,0100DH,22,04e2H,"16 NEW JERSEY		""Nets"""
SPEECH.axx,tm_name_spch_tbl,,0100DH,27,04e5H,"17 NEW YORK		""Knicks"""
SPEECH.axx,tm_name_spch_tbl,,0100DH,28,04e8H,"18 ORLANDO		""Magic"""
SPEECH.axx,tm_name_spch_tbl,,0100DH,64,04ebH,"19 PHILADELPHIA	""Sixers"""
SPEECH.axx,tm_name_spch_tbl,,0100DH,31,04eeH,"20 PHOENIX		""Suns"""
SPEECH.axx,tm_name_spch_tbl,,0100DH,52,04f1H,"21 PORTLAND		""Blazers"""
SPEECH.axx,tm_name_spch_tbl,,0100DH,36,04f4H,"22 SACRAMENTO		""Kings"""
SPEECH.axx,tm_name_spch_tbl,,0100DH,40,04f7H,"23 SAN ANTONIO		""Spurs"""
SPEECH.axx,tm_name_spch_tbl,,0100DH,52,04faH,"24 SEATTLE		""Supersonics"""
SPEECH.axx,tm_name_spch_tbl,,0100DH,39,04fdH,"26 TORONTO		""Raptors"""
SPEECH.axx,tm_name_spch_tbl,,0100DH,33,0500H,"26 UTAH		""Jazz"""
